COLL_NOM;COLL_SIRET;EQUIP_UID;EQUIP_THEME;EQUIP_CODE;EQUIP_TYPE;EQUIP_NOM;ADR_NUMERO;ADR_NOMVOIE;ADR_CODEPOSTAL;ADR_COMMUNE;ADR_CLE_INTEROP;ERP_ID;ERP_TYPE;ERP_CATEGORIE;EQUIP_LAT;EQUIP_LONG;EQUIP_OUVERTURE;EQUIP_TEL;EQUIP_EMAIL;EQUIP_WEB
Val-de-Marne;21940028000018;94028-05010310-945;Equipement sportif et de loisirs;05010310-945;Terrain de grands jeux (stade);stade de la habette;nan;avenue de la habette;94000;Créteil;;;;;48.775;2.468;;;;
Val-de-Marne;21940002500017;94002-05030000-468;Equipement sportif et de loisirs;05030000-468;Autre équipement sportif et de loisirs;espace jeune mic ado;1;rue jules guesde;94140;Alfortville;;;;;48.804;2.413;;;;
Val-de-Marne;21940028000018;94028-05010303-073;Equipement sportif et de loisirs;05010303-073;Bassin de natation;piscine du colombier;15;rue de paris;94000;Créteil;;;;;48.794;2.46;;0141942200;;
Val-de-Marne;21940070200011;94070-05030000-626;Equipement sportif et de loisirs;05030000-626;Autre équipement sportif et de loisirs;conservatoire de musique, de danse et d'arts plastiques de santeny;nan;route de marolles;94440;Santeny;;;;;48.726;2.571;;0141943127;;https://sudestavenir.fr/conservatoire/conservatoire-de-santeny/
Val-de-Marne;21940004100014;94004-05010303-342;Equipement sportif et de loisirs;05010303-342;Bassin de natation;piscine de boissy-saint-leger;2;place de la boulaie;94470;Boissy-Saint-Léger;;;;;48.754;2.501;;0141943140;;
Val-de-Marne;21940002500017;94002-05030000-352;Equipement sportif et de loisirs;05030000-352;Autre équipement sportif et de loisirs;conservatoire a rayonnement intercommunal d'alfortville;2;allée du ;94140;Alfortville;;;;;48.793;2.427;;0141943160;;
Val-de-Marne;21940044700013;94044-05030000-355;Equipement sportif et de loisirs;05030000-355;Autre équipement sportif et de loisirs;conservatoire a rayonnement intercommunal;23;rue pasteur;94450;Limeil-Brévannes;;;;;48.747;2.48;;0141943170;;
Val-de-Marne;21940019900184;94019-05010303-208;Equipement sportif et de loisirs;05010303-208;Bassin de natation;piscine des bordes;99;rue des bordes;94430;Chennevières-sur-marne;;;;;48.8;2.562;;0141943260;;
Val-de-Marne;21940071000014;94071-05010303-344;Equipement sportif et de loisirs;05010303-344;Bassin de natation;piscine de sucy-en-brie;29;avenue du fort;94370;Sucy-en-Brie;;;;;48.769;2.534;;0141943262;;
Val-de-Marne;21940011600014;94011-05010303-341;Equipement sportif et de loisirs;05010303-341;Bassin de natation;piscine marcel dumesnil;2; voie paul eluard;94380;Bonneuil-sur-Marne;;;;;48.767;2.481;;0141948930;;
Val-de-Marne;21940028000018;94028-05010303-066;Equipement sportif et de loisirs;05010303-066;Bassin de natation;piscine sainte-catherine;28;allée centrale;94000;Créteil;;;;;48.796;2.47;;0142075492;;
Val-de-Marne;21940028000018;94028-05010200-752;Equipement sportif et de loisirs;05010200-752;Complexe sportif en espace exterieur;base de loisirs creteil;nan;rue jean gabin;94000;Créteil;;;;;48.776;2.446;;0142075526;bpal.creteil@wanadoo.fr;
Val-de-Marne;21940028000018;94028-05010303-077;Equipement sportif et de loisirs;05010303-077;Bassin de natation;piscine de la levriere;nan;allée ferdinand de lesseps;94000;Créteil;;;;;48.789;2.447;;0142077077;;
Val-de-Marne;21940028000018;94028-05030000-150;Equipement sportif et de loisirs;05030000-150;Autre équipement sportif et de loisirs;maison de l'adolescent;1;rue des ecoles;94000;Créteil;;;;;48.793;2.465;;0143535200;;
Val-de-Marne;21940002500017;94002-05010304-487;Equipement sportif et de loisirs;05010304-487;Court de tennis;tennis club us alfortville;nan;rue de toulon;94140;Alfortville;;;;;48.788;2.43;;0143754262;;
Val-de-Marne;21940002500017;94002-05010100-754;Equipement sportif et de loisirs;05010100-754;Complexe sportif en espace interieur;salle blairon;nan;rue robert blairon;94140;Alfortville;;;;;48.81;2.414;;0143758675;;
Val-de-Marne;21940075100018;94075-05010102-495;Equipement sportif et de loisirs;05010102-495;Gymnase;gymnase didier pironi;nan;rue du reveillon;94440;Villecresnes;;;;;48.72;2.541;;0143823689;;
Val-de-Marne;21940048800017;94048-05010102-343;Equipement sportif et de loisirs;05010102-343;Gymnase;gymnase de marolles en brie;21;rue du faubourg saint-marceau;94440;Marolles-en-Brie;;;;;48.738;2.557;;0143861698;;
Val-de-Marne;21940070200011;94070-05010304-443;Equipement sportif et de loisirs;05010304-443;Court de tennis;tennis club;nan;voie aux vaches;94440;Santeny;;;;;48.733;2.577;;0143861986;;https://club.fft.fr/tc.santeny/57940049_a/cms/index_public.php?us_action=show_note_site&login_off=1&ui_id_site=1
Val-de-Marne;21940002500017;94002-05010102-058;Equipement sportif et de loisirs;05010102-058;Gymnase;salle maurice cordesse;8;rue pelletan;94140;Alfortville;;;;;48.814;2.416;;0143965579;;
Val-de-Marne;21940028000018;94028-05010304-199;Equipement sportif et de loisirs;05010304-199;Court de tennis;parc duvauchelle;2;rue dominique duvauchelle;94000;Créteil;;;;;48.768;2.461;;0143992758;;
Val-de-Marne;21940075100018;94075-05010100-498;Equipement sportif et de loisirs;05010100-498;Complexe sportif en espace interieur;salle de villescresnes;28;rue d'yerres;94440;Villecresnes;;;;;48.721;2.528;;0145103900;;
Val-de-Marne;21940011600014;94011-05010102-067;Equipement sportif et de loisirs;05010102-067;Gymnase;gymnase romain rolland;1;rue romain rolland;94380;Bonneuil-sur-Marne;;;;;48.769;2.478;;0145131410;;
Val-de-Marne;21940011600014;94011-05010100-176;Equipement sportif et de loisirs;05010100-176;Complexe sportif en espace interieur;complexe sporif leo lagrange;nan;rue auguste delaune;94380;Bonneuil-sur-Marne;;;;;48.763;2.482;;0145131410;;
Val-de-Marne;21940011600014;94011-05010100-512;Equipement sportif et de loisirs;05010100-512;Complexe sportif en espace interieur;complexe sportif aime et eugenie cotton;3;rue guy mocquet;94380;Bonneuil-sur-Marne;;;;;48.766;2.478;;0145131410;;
Val-de-Marne;21940028000018;94028-05020101-448;Equipement sportif et de loisirs;05020101-448;Salle des fêtes (polyvalente, ....);maison des arts et de la culture andre malraux;1;place salvador allende;94000;Créteil;;;;;48.777;2.454;;0145131919;mac@maccreteil.com;
Val-de-Marne;21940011600014;94011-05030000-063;Equipement sportif et de loisirs;05030000-063;Autre équipement sportif et de loisirs;conservatoire de musique et d'art dramatique;10;rue auguste gros;94380;Bonneuil-sur-Marne;;;;;48.774;2.486;;0145138875;;
Val-de-Marne;21940044700013;94044-05010102-821;Equipement sportif et de loisirs;05010102-821;Gymnase;gymnase guimier;55;avenue de valenton;94450;Limeil-Brévannes;;;;;48.743;2.504;;0145691797;;
Val-de-Marne;21940044700013;94044-05010102-526;Equipement sportif et de loisirs;05010102-526;Gymnase;gymnase lucien leroy;5;rue pierre et angele le hen;94450;Limeil-Brévannes;;;;;48.753;2.488;;0145693888;;
Val-de-Marne;21940075100018;94075-05010303-004;Equipement sportif et de loisirs;05010303-004;Bassin de natation;piscine de villecresnes;1;rue du bois d'auteuil;94440;Villecresnes;;;;;48.716;2.546;;0145694379;;https://horaires-piscine.info/piscine-villecresnes/
Val-de-Marne;21940053800076;94053-05010102-493;Equipement sportif et de loisirs;05010102-493;Gymnase;gymnase leo lagrange;nan;rue pierre brosselette;94880;Noiseau;;;;;48.776;2.546;;0145902179;;http://www.mairie-noiseau.fr/pageLibre00010840.aspx
Val-de-Marne;21940071000014;94071-05020101-255;Equipement sportif et de loisirs;05020101-255;Salle des fêtes (polyvalente, ....);espace jean-marie poirier;1; esplanade jean-marie poirier;94370;Sucy-en-Brie;;;;;48.772;2.518;;0145905414;;https://www.ville-sucy.fr/annuaire-des-equipements/espace-jean-marie-poirier
Val-de-Marne;21940019900184;94019-05030000-051;Equipement sportif et de loisirs;05030000-051;Autre équipement sportif et de loisirs;conservatoire de musique emile vilain, espace charles de gaulle;46;rue du general de gaulle;94430;Chennevières-sur-marne;;;;;48.795;2.53;;0145945480;;
Val-de-Marne;21940048800017;94048-05010202-060;Equipement sportif et de loisirs;05010202-060;Parcours de golf;golf bluegreen;nan;mail de la justice;94440;Marolles-en-Brie;;;;;48.727;2.55;;0145951818;;https://bluegreen.fr/marolles/
Val-de-Marne;21940048800017;94048-05010306-705;Equipement sportif et de loisirs;05010306-705;Equipement équestre;centre equestre;nan;avenue des bruyeres;94440;Marolles-en-Brie;;;;;48.749;2.556;;0145952727;;https://www.ucpa.com/centres-sportifs/saint-maur
Val-de-Marne;21940047000015;94047-05010310-543;Equipement sportif et de loisirs;05010310-543;Terrain de grands jeux (stade);stade municipale rosebrie;nan;rue georges pompidou;94520;Mandres-les-Roses;;;;;48.704;2.555;;0145987374;;
Val-de-Marne;21940048800017;94048-05010304-542;Equipement sportif et de loisirs;05010304-542;Court de tennis;tennis de marolles;8;rue du faubourg saint marceau;94440;Marolles-en-Brie;;;;;48.738;2.558;;0145990156;;
Val-de-Marne;21940075100018;94075-05010310-936;Equipement sportif et de loisirs;05010310-936;Terrain de grands jeux (stade);stade gilbert vandar;nan;rue du reveillon;94440;Villecresnes;;;;;48.721;2.545;;0145990520;;
Val-de-Marne;21940004100014;94004-05030000-190;Equipement sportif et de loisirs;05030000-190;Autre équipement sportif et de loisirs;ecole de musique de boissy;8;rue de l'eglise;94470;Boissy-Saint-Léger;;;;;48.752;2.512;;0145991287;;
Val-de-Marne;21940028000018;94028-05010200-547;Equipement sportif et de loisirs;05010200-547;Complexe sportif en espace exterieur;parc interdepartemental des sports;nan;chemin des boeufs;94000;Créteil;;;;;48.771;2.434;;0148538577;;
Val-de-Marne;21940028000018;94028-05010303-339;Equipement sportif et de loisirs;05010303-339;Bassin de natation;piscine a vagues - ile de loisirs;9;rue jean gabin;94000;Créteil;;;;;48.776;2.448;;0148984456;;
Val-de-Marne;21940028000018;94028-05030000-050;Equipement sportif et de loisirs;05030000-050;Autre équipement sportif et de loisirs;atelier theatre casalis;89;rue du docteur paul casalis;94000;Créteil;;;;;48.78;2.462;;0149805113;;
Val-de-Marne;21940028000018;94028-05020101-850;Equipement sportif et de loisirs;05020101-850;Salle des fêtes (polyvalente, ....);centre choregraphique national de creteil et du val de marne / cie kafig (ccn);1;place salvador allende;94000;Créteil;;;;;48.777;2.455;;0156711320;contact@ccncreteil.com;
Val-de-Marne;21940028000018;94028-05030000-861;Equipement sportif et de loisirs;05030000-861;Autre équipement sportif et de loisirs;studio de creation du ccn;1;rue charpy;94000;Créteil;;;;;48.787;2.452;;0156711320;;
Val-de-Marne;21940028000018;94028-05030000-354;Equipement sportif et de loisirs;05030000-354;Autre équipement sportif et de loisirs;conservatoire a rayonnement regional marcel dadi;nan;rue demenitroux;94000;Créteil;;;;;48.79;2.453;;0156721010;crr.creteil@gpsea.fr;
Val-de-Marne;21940053800076;94053-05030000-142;Equipement sportif et de loisirs;05030000-142;Autre équipement sportif et de loisirs;ecole de musique de noiseau;10;rue leon bresset;94880;Noiseau;;;;;48.778;2.549;;0156741589;conservatoire.noiseau@gpsea.fr;https://sudestavenir.fr/conservatoire/ecole-de-musique-de-noiseau/
Val-de-Marne;21940056100011;94056-05030000-262;Equipement sportif et de loisirs;05030000-262;Autre équipement sportif et de loisirs;maison des associations - ecole de musique;nan;place de boecourt;94520;Périgny-sur-Yerres;;;;;48.696;2.549;;0160341583;;
Val-de-Marne;21940075100018;94075-05030000-007;Equipement sportif et de loisirs;05030000-007;Autre équipement sportif et de loisirs;conservatoire de musique de villescrennnes;49;rue du lieutenant dagorno;94440;Villecresnes;;;;;48.723;2.534;;0615407225;;http://www.conservatoire-villecresnes.fr/
Val-de-Marne;21940075100018;94075-05010306-933;Equipement sportif et de loisirs;05010306-933;Equipement équestre;ecurie de villescrenes;nan;chemin vert;94440;Villecresnes;;;;;48.711;2.536;;0623864619;;https://www.villecresnes.fr/blog/asso/cercle-hippique/
Val-de-Marne;21940048800017;94048-05030000-873;Equipement sportif et de loisirs;05030000-873;Autre équipement sportif et de loisirs;conservatoire - maison des arts et de la musique;nan;place charles de gaulle;94440;Marolles-en-Brie;;;;;48.733;2.55;;0682333886;;https://www.conservatoiremarolles.fr/
